Unnamed: 0,Customer Name,Review Rating,Review Title,Review Content,Product Name,polarity
52,Arghyajyoti Pramanik,5.0 out of 5 stars,Best Smart Phone under 25000/-,awesome camera awesome battery awesome display super clear zoomsuper macro sensorsuper ultrawide angleatlast thanks samsung 730g,"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",0.6055555555555556
53,Vaibhav Patke,1.0 out of 5 stars,Pls don't buy.. cheap quality feeling waste of 25k money,genuine feedback samsung buyersnot upto markbattery good mobile heavy handy one hand operation use continuously feel pain hand designed dated poor quality material camera okayi happy overall performance phone price bandmobile perfect 1516k price bandlookwise gooddisplay qaulity good bestsound quality goodcamera much good expectingbig screen perfect movie watcher 30 minutes feel pain handsi bought electric blue colour look like samsung old samrt phone request amazon possible return mobile help returni happy overall performance phone,"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",0.3875
54,Nitesh Bajpai,5.0 out of 5 stars,One of the best phones at affordable price...,ok comes first review phone ordered first day sale received 3rd day indeed big bulky phn easy handle highlights1 seamless fingerprint scanner hv heard tht recent samsung phns ths issue however dnt see ths phn gud past phns asus 6z vivo v15pro side fingerprint scanner power button really makes stylish easy handle well2 camera quality really gud wth many features luks tempting im yet explore even dim light scores quite well latest features like slow mo 10x zoom focus lens panorma view added features3 battery ofcourse highlight buying ths phn received phn 43 even rigorous 3 hr session data transfer apps installation still holds 33 believe gonna last 2 days easily wth heavy net usage mild games gud 2 hrs talk time4 luks wise seem premium despite plastic back5 wonderful touch decent processimg speed tried playing 78 apps time never hanged lagged despite 50 memory yet try heavy games though6 front cam spoil fun watching full screen videos like small black dot bt lived wth7 headphones box8 c c charging cable capable reverse charging toooverall wld rate 45 one best non chinese phn available market r luking huge battery wth decent cam light gaming purposewld update battery cam days usage,"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",0.23289473684210527
55,ishan gautam,1.0 out of 5 stars,Don't buy this product. Even the most basic things are faulty,theres something wrong new samsung m51 mobile many users also facing issue unable connect wifi samsung m51meanest monster ever hahahahathis meanest monster performing poorly within 5 min unboxing eight yr old lenovo still works like charm wifiissue trying connecting wifi giving correct password says incorrect passwordi done every troubleshooting step suggested samsung tech support1 forget connection reconnect again2 update phone sw latest version3 reset settings4 reset network settings5 factory data reseti applied every step suggested techsupport result still samethe irritating thing company like samsung messup basic feature surprise even tech support run troubleshooting solutionsinstead replacing new phone tech support told get hardware fixed samsung service centre dont get take brand new phone service center get opened instead replacement phone even used hourlast year ordered mi phone flipkart battery getting drained fast within next day phone replaced without questions askeddissappointed amazon way handling issuedont spend hardearned money phone unfortunately phone turnsout faulty never ending process take care issue,"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",-0.03693181818181819
56,Rajamanikandan,5.0 out of 5 stars,MONSTER FOR ALL CHINESE MOBILES,perfect mobile you1 properly read spec buying mobile2 dont expect iphone features mobile3 addictive gamer4 dont expect mobile speaker5 concern data handled chinese mobiles6 need better sar value7 first preference battery decent level camera quality8 need trending features covered non chinese mobilethen go also try update latest software setting mobile otherwise heating issue,"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",0.26851851851851855
57,Pratik Prasad Gupta,2.0 out of 5 stars,Average Phone at Over Price with some bugs,giving review spending 20 days phone retail user 6 year redmi realme user buy samsung samsungsnapdragon much dispointed pros cons help user like decide whether buy notcons 1 haptic feedback2 low sound quality speaker rs 25k3 apps lock features inbuilt4 case cover box5 plain plastic back design 25k attract much scratches6 samsung trusted knox security fully enable phone ie secure folder option7 sealed package open phone display contain much dust expected packaging like brand like samsung8 gorila glass 3 protection 25k ie dated glass protection using 2 days full care got one scratch mark display9 nfc given samsung pay phone10 audio output boat rockers bluetooth headset phone much lound compare previous phone redmi note 7 pro11 without using phone take 2 hour charge use frequently take 2303 hour charged full 010012 full battery drained 12 hour non stop used including youtube whatsapp facebook messaging etc except game13 carrier aggregation using jio sim samsung m51 realme x2 pro contain different net speed samsung giving 5mbps realme x2 pro giving 910mbps14 calling issue talking ear piece call person hear voice clearly put call loudspeaker receiver call cant hear voice hear sound low turning back earpiece person able hear again15 camera zoom quality good focus sky whole pic turn blue ie saturation level much high phone image attached16 watching movie video phone playing video youtube brightness fluctuate fast much automatically ie adaptive brightness issuepros 1 super amoled plus display2 camera quality good3 7000 mah battery4 till ram management goodto much hype created every phone due many user like purchased phone phone 25k really value money going resale phone many phone 25k best facilities compare samsung m51conclusion phone overpriced performance average,"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",0.19425353925353928
58,SRIDHAR LOGANATHAN ,5.0 out of 5 stars,Superior Phone from samsung at budget rate.,using 2 days must say snapdragon 730g works wonderful camerathis time series honest job giving us intelli camera 64 mega pixcel feature selfie cameradisplay fingerprintwith samsung superamoled display truly trust amazing view angle m51 feature widevine l certification enjoy global dolby theatre experience found reliable 1920p 4k level movie watching without distraction due infinite display gives full screen ratio fingerprint side much faster expected doesnt takes second also open even faceunlock fastersuperior matches series flagship premium classy look strong built budget amount 67 inches display good handle well managed one hand use also,"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",0.2970238095238095
59,dnyanesh jalamkar,2.0 out of 5 stars,Issues with camera. Unhappy with samsung.,issue camera night mode pro modeit seems like dust present camera sensor visible dark photos photo clicked lens covered completely shows hundreds white spots image happens pro mode regular image noise,"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",-0.009999999999999998
60,Suman Biswas,1.0 out of 5 stars,Keep away from Amazon when it's Apple.,may first negative review product amazon much elated receive iphone 11 fast next day dispatch ie 280919 thing got started heating every contacted applecare consoled quite normal continued tried return product speaking amazon customer support vain body called back convey apple decide one take back amazon took sacred duty selling item cant exchange control product developed new issues like proximity sensor malfunction last importantly loosing mobile network every minuteeven two software updates handed apple asp return window closed 101019 use diagnosed issues sent apple repair facility bengaluru im wout first iphone using itsuffering little 2 weeks credit goes amazon bravo keep amazon,"Apple iPhone 11 (128GB) - Black (Includes EarPods, Power Adapter)",0.07325757575757574
61,Neha,1.0 out of 5 stars,Do not buy iphone or expensive product from Amazom,please buy expensive product like iphone amazon bad exp charger cord missing sound quality issues amazon initial told charger doesnt come box challenged asked reimburse cord amount requested replacement days called informed dont take responsibility missing items 10 day replacement policy dont follow read email conversation attached mentioned every thing call recordings well last denied phone replacement even provide missing cord damage quality issues said amazon responsible,"Apple iPhone 11 (128GB) - Black (Includes EarPods, Power Adapter)",-0.1333333333333333
62,shanu Kumar,5.0 out of 5 stars,Solid premium phone from Apple,awesome phone nice upgrade iphone 6s iphone 11 love beautiful phone,"Apple iPhone 11 (128GB) - Black (Includes EarPods, Power Adapter)",0.7375
63,Sunny Kumar,5.0 out of 5 stars,First Time iPhone User Review :-),iphone design good camera quality awesome also take pictures wide angles image quality awesomephone got delivered 9am 28th september preorder 27th september 3am morning got phone delivery date nice secured packagingthe overall look phone premium face unlocking fast grabbed phone hdfc 6k instant discount offer 64k 128 gb variantcons1 phone great use box accessories like earpods lighting connector might feel little pain ears2 phone comes 5w charger charge phone slowly recommend prefer using 18w chargerwell ive never tried iphone im using first time yes im already using apple products like macbook air probut product great im lovin,"Apple iPhone 11 (128GB) - Black (Includes EarPods, Power Adapter)",0.31354166666666666
64,Amazon Customer,1.0 out of 5 stars,Worst Experience Ever.!,phone producing much heat even didnt put sim never used half hour producing much heat totally disappointed amazon saying go icare services calling customer care several times amazon cant anything worst experience amazon one would like repair new phone better go shop buy apple products,"Apple iPhone 11 (128GB) - Black (Includes EarPods, Power Adapter)",-0.1100378787878788
65,Krusshna,1.0 out of 5 stars,Don’t buy it from this seller,bought mobile appario retail ltd mobile heating within seconds also camera modes arent working properly particularly portrait mode stage light mono options arent working properly raised apple customer care confirmed software issue amazon customer care told need job card report apple service center nearest service center located 210km place imagine amount strain much going cost buy anything seller google u find numerous complaints seller ever sell u find defective products thread sellers dubious deals quora please safe dont regret,"Apple iPhone 11 (128GB) - Black (Includes EarPods, Power Adapter)",0.16296296296296298
66,Satyapal singh,1.0 out of 5 stars,iPhone 11,defective productgot heat within 5 minutes starting need return fastvery bad experience,"Apple iPhone 11 (128GB) - Black (Includes EarPods, Power Adapter)",-0.3499999999999999
67,Gurmeet singh,1.0 out of 5 stars,Defective Iphone 11,product got defective face id working back camera also working lot hassle get exchanged apple service centre also much help product amazon please buy phones apple store get right product,"Apple iPhone 11 (128GB) - Black (Includes EarPods, Power Adapter)",0.1619047619047619
68,Ghar Sayan,5.0 out of 5 stars,Best iPhone ever | Super Night Mode | Super Camera | Yellow,opinion dont think much phone get attaching nightmode pictures check differencepros1 best camera2 best security3 long day battery life4 touch id improved5 iphone 6 best nightmode support7 best processors a13 bionic chipcons1 display could oled price doesnt matter retina lcd really awesome2 slightly bulky weighty u r shifting iphone 7 83 thick bezelsguys samsung well iphone fan price range would suggest order iphone 11 really great dealand u r long time iphone user really great yougot guys,"Apple iPhone 11 (128GB) - Black (Includes EarPods, Power Adapter)",0.4527777777777778
69,Masood Ansari,1.0 out of 5 stars,SELLER SENT ACTIVATED AND REPACKED IPHONE,purchased iphone 11 seller 20th july 2020 got delivered 21st july checked phone settings showed warranty expiring 29th march 2021 phone already activated march 2020 seller repacked sold iphone labelled brand new phone,"Apple iPhone 11 (128GB) - Black (Includes EarPods, Power Adapter)",0.04545454545454545
70,Hitesh kumawat,5.0 out of 5 stars,Beast Phone of The Year! 🤔,triple cameras iphone 11 pro max give apple best camera phone thanks great night mode improved smart hdra huge improvement battery life 20 hours video playback 12 hours video streaming apples slowmotion selfies fun 120 fpsapple given pro moniker iphones first time everything improved everything feels betterit comes new lightning usb cable 5w usb power adapterwith display 65inch super retina xdr display hdrtrue tone splash water dust resistant waterresistant depth 4 meters 30 minutes ip68 triple 12mp cameras ultra wide wide telephoto portrait mode night mode auto adjustments nextgeneration smart hdr 4k video 60 fps extended dynamic range,Apple iPhone 11 Pro Max (64GB) - Midnight Green,0.2806360306360306
71,ravisde,3.0 out of 5 stars,Nice buttery smooth in iOS 13 only,pre ordered item sept 21 received ok 2 oct ios 13 buttery smooth nice update ios1312 available updating stuck apple logo could create return amazon asked contact apple wonder,Apple iPhone 11 Pro Max (64GB) - Midnight Green,0.475
72,R3,5.0 out of 5 stars,Fab 💋,decent packaging shipping upgraded iphone x reckon definitely worth size matters pun intended instantly feel difference bw 57 inch screen 65 inch iphone x earlier model definitely consider upgrading iphone xs max better waiting next year model touted undergo radical changes 5g usbc touch id comeback notch less design perhaps 5g model doesnt make difference least india even 5g spectrum auctioned yet wifi performance better iphone x model supports 11ax protocol way stuck choice bw gold midnight green go gold thank later,Apple iPhone 11 Pro Max (64GB) - Midnight Green,0.06666666666666667
73,Amazon Customer,1.0 out of 5 stars,LOST MY KIDNEYS,lost kidneys,Apple iPhone 11 Pro Max (64GB) - Midnight Green,0.0
74,G G.,1.0 out of 5 stars,11 pro Max,11 pro max 256 gb phone hanged last 12 hours continues,Apple iPhone 11 Pro Max (64GB) - Midnight Green,0.0
75,Nitish ,1.0 out of 5 stars,Hangs multiple times,rate one start product experience using phone one week subpar multiple times one week phone hanged many time even home screen hanged installed five additional apps quora amazon facebook whatsapp google maps please refrain purchasing phone waste money,Apple iPhone 11 Pro Max (64GB) - Midnight Green,0.09999999999999999
76,Mary Catherine,5.0 out of 5 stars,Awesome phone!!,love,Apple iPhone 11 Pro Max (64GB) - Midnight Green,0.5
77,Deepak Malviya,5.0 out of 5 stars,"Fabulous design and outstanding camera, perfect upgrade, awesome camera",using iphone xs max iphone 11 pro max say fabulous outstanding perfect always performance goodnight mode better available camera pixel 4 xl mate 30 pro note 10this device unbeatable next iphone,Apple iPhone 11 Pro Max (64GB) - Midnight Green,0.4666666666666666
78,Chiranjit Das,5.0 out of 5 stars,The Best iPhone Apple has to offer... today,love iphone pro max purchased amazon oct 14th 2019 space grey 64 gb base model delivered oct 19th objective views phonewhat didnt like1 obviously price tag rs 10909900 major deterrent comes decide buying phone2 base model certainly begin 128 gb higher 64 gb gonna enough storing 4k videos3 optical zoom camera still 2x android phones already 5x zoomsnow love phone1 camera main reason upgraded iphone x 11 pro max ultrawide lens improved telephoto lens night mode improved portrait options give exceptional results snaps taken phone could compete professional dslrs 4k video recording support front camera additional bonus2 battery life reviews right used charge iphone x every night whereas amount usage charge 11 prod max 2 nights3 display already big fan 58 oled display iphone x 65 11 pro max offers best oled display come across smartphones4 face id faster apps interface work smoothly ever5 ios 13 though still needs fixes wonderful operating system dark mode welcome changeoverall beast admire apple catching android counterparts several features 11 pro max definitely phone amateur professional photographers,Apple iPhone 11 Pro Max (64GB) - Midnight Green,0.17391975308641974
79,Ghanshyam Dubey,1.0 out of 5 stars,Mobile on off button is not working,switch button working looks like given used phone new box,Apple iPhone 11 Pro Max (64GB) - Midnight Green,0.13636363636363635
80,Arjun,1.0 out of 5 stars,Bad product don't buy😢,bad product dont buy,"Vivo V19 (Mystic Silver, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",-0.6999999999999998
81,Soumyaranjan Nanda,5.0 out of 5 stars,Outstanding..,superb phone light weight premium look camera quality outstanding phone contains many animationswhich makes phone interesting must buy guysprofermance also good music loud,"Vivo V19 (Mystic Silver, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.5285714285714286
82,Inamul Hoque,3.0 out of 5 stars,Price high,price much high,"Vivo V19 (Mystic Silver, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.16
83,Hiren Rathod,5.0 out of 5 stars,See my Detail Review,1 month use1look build quality good2 camera quality feature mind blowing3 battery 33w fast charger goodcharge 10 100 40 45 minutes4 ram management supergood multitasking5 display e3 super amoledpicture quality nice stream video full hd like amazon prime video netflix6 audio output clear loud7 network quality good8 lot new ai feature provide phoneoverall smartphone fulfill technical needsgood work,"Vivo V19 (Mystic Silver, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.24567099567099568
84,Yam k,5.0 out of 5 stars,Camera is too good,superb one best vivo mobiles v19 superb price little high phone awesome,"Vivo V19 (Mystic Silver, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.6620833333333334
85,MUKESH KUMAR MEENA,3.0 out of 5 stars,Mobile price high,nice mobile price high,"Vivo V19 (Mystic Silver, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.38
86,Manoj Nayak,5.0 out of 5 stars,Go For It....If U Want All In One Pack,expect price everything perfecta beautiful mobile daily usestunning displaybeautiful selfie camera front rarebest batteryfast chargingtotally perfect rounder mobile,"Vivo V19 (Mystic Silver, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.6166666666666667
87,Madan Lal,5.0 out of 5 stars,Super,super mobile phone,"Vivo V19 (Mystic Silver, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.3333333333333333
88,Rupinderdeep singh,5.0 out of 5 stars,Super phone in good price,awesome phone pricebattery back impressivefront camera outstandingbefore regular customer oneplus phones price oneplus phones high vivos present fully loaded phone reasonable price love device,"Vivo V19 (Mystic Silver, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.2657142857142857
89,vignesh,1.0 out of 5 stars,not worth for money,phone worth 28k performance bad using 7 days im writing review1 gamer dont run app consume high performance regular banking social apps default phone apps internal memory consumed 20gb still phone takes time load home page really ridiculous2 modes phone working exactly upto mark dark mode change dark mode time select may change phone wishes viseversa would like deselect dark mode b loading screen flickering occurs often many common applications gdrive gpay whatsapp opera browser c receivers seeing face whatsapp app video call duo working fine call receivers facing issuecamera test much didnt see issues clarity goodfinget scan fast compare competitor phonesmy overall rating 1 5complaint registered amazon technician visit inspect phone complaints works randomly screen recored shots proof show,"Vivo V19 (Mystic Silver, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.017222222222222236
90,Rohan sharma,2.0 out of 5 stars,Range is higher then quality,could think compete brands low photography brands comes 48mp quad rear camera,"OPPO A52 (Stream White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.0
91,Arpana,1.0 out of 5 stars,Dont buy!!,waste money,"OPPO A52 (Stream White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",-0.2
92,aditya patel,5.0 out of 5 stars,Shandar Looking,looking awesome purchased younger brother happy get phonenice fast deliveryi hope camera performance good alsoi review someday using,"OPPO A52 (Stream White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.54
93,Faisal qurshie,3.0 out of 5 stars,Best sound reasonable rate,good phone,"OPPO A52 (Stream White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.7
94,SUMANTA ADHURJYA,4.0 out of 5 stars,Amazing,nice phonebut price little bit high,"OPPO A52 (Stream White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.19083333333333333
95,Sasa,4.0 out of 5 stars,Oppo A52,chose mobile others later delivery area go lockdownprime fast delivery kudos amazonabout mobile good piece better go 6 gb ram variantselfie camera outperforms primary camera according specsoverall good decent mobile price point considering aspectspros price1 65 inch full hd good2 128 gb internal memorycons price1 primary camera actually bad2 4gb ram cant multitask3 snapdragon older,"OPPO A52 (Stream White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.2986111111111111
96,Krishnakant Nigam,1.0 out of 5 stars,Heating problem,heating problem therevery bad experience,"OPPO A52 (Stream White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",-0.6999999999999998
97,abhishek,5.0 out of 5 stars,Camera and processor is good,nice camera,"OPPO A52 (Stream White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.6
98,DARSHA H JIWANI,5.0 out of 5 stars,Nice phone,nice phone,"OPPO A52 (Stream White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.6
99,MANOJ KUMAR,3.0 out of 5 stars,Oppo a 52,phone call recording function,"OPPO A52 (Stream White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0.0
